	Over	Runs	Wickets
10762	15.0	7.0	0.0
10763	16.0	19.0	0.0
10764	17.0	10.0	0.0
10765	18.0	10.0	0.0
10766	19.0	6.0	0.0
10767	20.0	9.0	0.0
10768	1.0	3.0	0.0
10769	2.0	8.0	0.0
10770	3.0	8.0	0.0
10771	4.0	10.0	0.0
10772	5.0	7.0	0.0
10773	6.0	5.0	0.0
10774	7.0	9.0	0.0
10775	8.0	5.0	0.0
10776	9.0	11.0	0.0
10777	10.0	2.0	0.0
10778	11.0	4.0	0.0
10779	12.0	7.0	0.0
10780	13.0	3.0	0.0
10781	14.0	3.0	0.0
10782	15.0	10.0	0.0
10783	16.0	10.0	0.0
10784	17.0	16.0	0.0
10785	18.0	12.0	0.0
10786	19.0	10.0	0.0
10787	20.0	7.0	0.0
10788	1.0	1.0	0.0
10789	2.0	7.0	0.0
10790	3.0	15.0	0.0
10791	4.0	11.0	0.0
10792	5.0	6.0	0.0
10793	6.0	11.0	0.0
10794	7.0	8.0	0.0
10795	8.0	7.0	0.0
10796	9.0	12.0	0.0
10797	10.0	6.0	0.0
10798	11.0	22.0	0.0
10799	12.0	11.0	0.0
10800	13.0	10.0	0.0
10801	14.0	1.0	0.0
10802	15.0	16.0	0.0
10803	16.0	4.0	0.0
10804	17.0	18.0	0.0
10805	18.0	20.0	0.0
10806	19.0	2.0	0.0
10807	20.0	10.0	0.0
10808	1.0	10.0	0.0
10809	2.0	8.0	0.0
10810	3.0	1.0	0.0
10811	4.0	10.0	0.0
10812	5.0	6.0	0.0
10813	6.0	13.0	0.0
10814	7.0	8.0	0.0
10815	8.0	4.0	0.0
10816	9.0	17.0	0.0
10817	10.0	9.0	0.0
10818	11.0	9.0	0.0
10819	12.0	15.0	0.0
10820	13.0	3.0	0.0
10821	14.0	9.0	0.0
10822	15.0	15.0	0.0
10823	16.0	3.0	0.0
10824	17.0	5.0	0.0
10825	18.0	10.0	0.0
10826	19.0	8.0	0.0
10827	20.0	3.0	0.0
10828	1.0	6.0	0.0
10829	2.0	11.0	0.0
10830	3.0	4.0	0.0
10831	4.0	5.0	0.0
10832	5.0	8.0	0.0
10833	6.0	5.0	0.0
10834	7.0	8.0	0.0
10835	8.0	17.0	0.0
10836	9.0	4.0	0.0
10837	10.0	4.0	0.0
10838	11.0	15.0	0.0
10839	12.0	5.0	0.0
10840	13.0	8.0	0.0
10841	14.0	8.0	0.0
10842	15.0	8.0	0.0
10843	16.0	8.0	0.0
10844	17.0	8.0	0.0
10845	18.0	2.0	0.0
10846	19.0	10.0	0.0
10847	20.0	7.0	0.0
10848	1.0	2.0	0.0
10849	2.0	6.0	0.0
10850	3.0	12.0	0.0
10851	4.0	11.0	0.0
10852	5.0	14.0	0.0
10853	6.0	3.0	0.0
10854	7.0	9.0	0.0
10855	8.0	6.0	0.0
10856	9.0	3.0	0.0
10857	10.0	3.0	0.0
10858	11.0	4.0	0.0
10859	12.0	9.0	0.0
10860	13.0	3.0	0.0
10861	14.0	7.0	0.0
10862	15.0	3.0	0.0
10863	16.0	8.0	0.0
10864	17.0	10.0	0.0
10865	18.0	7.0	0.0
10866	19.0	15.0	0.0
10867	20.0	8.0	0.0
10868	1.0	11.0	0.0
10869	2.0	2.0	0.0
10870	3.0	9.0	0.0
10871	4.0	8.0	0.0
10872	5.0	7.0	0.0
10873	6.0	6.0	0.0
10874	7.0	9.0	0.0
10875	8.0	10.0	0.0
10876	9.0	8.0	0.0
10877	10.0	14.0	0.0
10878	11.0	9.0	0.0
10879	12.0	11.0	0.0
10880	13.0	9.0	0.0
10881	14.0	5.0	0.0
10882	15.0	13.0	0.0
10883	16.0	10.0	0.0
10884	17.0	16.0	0.0
10885	18.0	6.0	0.0
10886	19.0	14.0	0.0
10887	20.0	8.0	0.0
10888	1.0	2.0	0.0
10889	2.0	6.0	0.0
10890	3.0	13.0	0.0
10891	4.0	9.0	0.0
10892	5.0	1.0	0.0
10893	6.0	3.0	0.0
10894	7.0	3.0	0.0
10895	8.0	6.0	0.0
10896	9.0	1.0	0.0
10897	10.0	7.0	0.0
10898	11.0	3.0	0.0
10899	12.0	4.0	0.0
10900	13.0	15.0	0.0
10901	14.0	7.0	0.0
10902	15.0	2.0	0.0
10903	16.0	11.0	0.0
10904	17.0	13.0	0.0
10905	18.0	4.0	0.0
10906	19.0	23.0	0.0
10907	20.0	5.0	0.0
10908	1.0	7.0	0.0
10909	2.0	6.0	0.0
10910	3.0	6.0	0.0
10911	4.0	5.0	0.0
10912	5.0	9.0	0.0
10913	6.0	7.0	0.0
10914	7.0	10.0	0.0
10915	8.0	5.0	0.0
10916	9.0	4.0	0.0
10917	10.0	11.0	0.0
10918	11.0	15.0	0.0
10919	12.0	7.0	0.0
10920	13.0	4.0	0.0
10921	14.0	3.0	0.0
10922	15.0	3.0	0.0
10923	16.0	8.0	0.0
10924	17.0	2.0	0.0
10925	18.0	7.0	0.0
10926	19.0	5.0	0.0
10927	20.0	20.0	0.0
10928	1.0	6.0	0.0
10929	2.0	8.0	0.0
10930	3.0	8.0	0.0
10931	4.0	2.0	0.0
10932	5.0	5.0	0.0
10933	6.0	10.0	0.0
10934	7.0	7.0	0.0
10935	8.0	8.0	0.0
10936	9.0	6.0	0.0
10937	10.0	6.0	0.0
10938	11.0	10.0	0.0
10939	12.0	7.0	0.0
10940	13.0	9.0	0.0
10941	14.0	4.0	0.0
10942	15.0	8.0	0.0
10943	16.0	9.0	0.0
10944	17.0	11.0	0.0
10945	18.0	10.0	0.0
10946	19.0	3.0	0.0
10947	20.0	10.0	0.0
10948	1.0	2.0	0.0
10949	2.0	9.0	0.0
10950	3.0	7.0	0.0
10951	4.0	9.0	0.0
10952	5.0	7.0	0.0
10953	6.0	2.0	0.0
10954	7.0	2.0	0.0
10955	8.0	3.0	0.0
10956	9.0	3.0	0.0
10957	10.0	3.0	0.0
10958	11.0	8.0	0.0
10959	12.0	5.0	0.0
10960	13.0	2.0	0.0
10961	14.0	8.0	0.0
10962	15.0	8.0	0.0
10963	16.0	5.0	0.0
10964	17.0	3.0	0.0
10965	18.0	8.0	0.0
10966	19.0	1.0	0.0
10967	1.0	0.0	0.0
10968	2.0	5.0	0.0
10969	3.0	2.0	0.0
10970	4.0	9.0	0.0
10971	5.0	7.0	0.0
10972	6.0	4.0	0.0
10973	7.0	3.0	0.0
10974	8.0	9.0	0.0
10975	9.0	1.0	0.0
10976	10.0	5.0	0.0
10977	11.0	5.0	0.0
10978	12.0	6.0	0.0
10979	13.0	4.0	0.0
10980	14.0	8.0	0.0
10981	15.0	2.0	0.0
10982	16.0	4.0	0.0
10983	17.0	2.0	0.0
10984	18.0	12.0	0.0
10985	19.0	3.0	0.0
10986	1.0	4.0	0.0
10987	2.0	1.0	0.0
10988	3.0	9.0	0.0
10989	4.0	11.0	0.0
10990	5.0	6.0	0.0
10991	6.0	11.0	0.0
10992	7.0	7.0	0.0
10993	8.0	10.0	0.0
10994	9.0	6.0	0.0
10995	10.0	6.0	0.0
10996	11.0	3.0	0.0
10997	12.0	7.0	0.0
10998	13.0	4.0	0.0
10999	14.0	3.0	0.0
11000	15.0	5.0	0.0
11001	16.0	4.0	0.0
11002	17.0	11.0	0.0
11003	18.0	5.0	0.0
11004	19.0	11.0	0.0
11005	20.0	9.0	0.0
11006	1.0	7.0	0.0
11007	2.0	6.0	0.0
11008	3.0	0.0	0.0
11009	4.0	4.0	0.0
11010	5.0	10.0	0.0
11011	6.0	3.0	0.0
11012	7.0	10.0	0.0
11013	8.0	9.0	0.0
11014	9.0	5.0	0.0
11015	10.0	4.0	0.0
11016	11.0	7.0	0.0
11017	12.0	7.0	0.0
11018	13.0	2.0	0.0
11019	14.0	6.0	0.0
11020	15.0	11.0	0.0
11021	16.0	9.0	0.0
11022	17.0	6.0	0.0
11023	18.0	5.0	0.0
11024	19.0	10.0	0.0
11025	20.0	6.0	0.0
11026	1.0	4.0	0.0
11027	2.0	0.0	0.0
11028	3.0	10.0	0.0
11029	4.0	6.0	0.0
11030	5.0	5.0	0.0
11031	6.0	7.0	0.0
11032	7.0	3.0	0.0
11033	8.0	6.0	0.0
11034	9.0	4.0	0.0
11035	10.0	10.0	0.0
11036	11.0	5.0	0.0
11037	12.0	12.0	0.0
11038	13.0	10.0	0.0
11039	14.0	6.0	0.0
11040	15.0	19.0	0.0
11041	16.0	12.0	0.0
11042	17.0	2.0	0.0
11043	18.0	24.0	0.0
11044	19.0	24.0	0.0
11045	20.0	6.0	0.0
11046	1.0	3.0	0.0
11047	2.0	8.0	0.0
11048	3.0	10.0	0.0
11049	4.0	8.0	0.0
11050	5.0	1.0	0.0
11051	6.0	17.0	0.0
11052	7.0	4.0	0.0
11053	8.0	4.0	0.0
11054	9.0	10.0	0.0
11055	10.0	6.0	0.0
11056	11.0	5.0	0.0
11057	12.0	11.0	0.0
11058	13.0	9.0	0.0
11059	14.0	10.0	0.0
11060	15.0	6.0	0.0
11061	16.0	9.0	0.0
11062	17.0	9.0	0.0
11063	18.0	11.0	0.0
11064	19.0	17.0	0.0
11065	20.0	9.0	0.0
11066	1.0	5.0	0.0
11067	2.0	10.0	0.0
11068	3.0	17.0	0.0
11069	4.0	4.0	0.0
11070	5.0	12.0	0.0
11071	6.0	6.0	0.0
11072	7.0	5.0	0.0
11073	8.0	8.0	0.0
11074	9.0	2.0	0.0
11075	10.0	8.0	0.0
11076	11.0	7.0	0.0
11077	12.0	5.0	0.0
11078	13.0	3.0	0.0
11079	14.0	4.0	0.0
11080	15.0	4.0	0.0
11081	16.0	11.0	0.0
11082	17.0	7.0	0.0
11083	18.0	5.0	0.0
11084	19.0	6.0	0.0
11085	20.0	7.0	0.0
11086	1.0	1.0	0.0
11087	2.0	13.0	0.0
11088	3.0	14.0	0.0
11089	4.0	7.0	0.0
11090	5.0	12.0	0.0
11091	6.0	10.0	0.0
11092	7.0	12.0	0.0
11093	8.0	11.0	0.0
11094	9.0	3.0	0.0
11095	10.0	8.0	0.0
11096	11.0	6.0	0.0
11097	12.0	7.0	0.0
11098	13.0	11.0	0.0
11099	14.0	6.0	0.0
11100	15.0	4.0	0.0
11101	16.0	10.0	0.0
11102	1.0	1.0	0.0
11103	2.0	7.0	0.0
11104	3.0	2.0	0.0
11105	4.0	14.0	0.0
11106	5.0	1.0	0.0
11107	6.0	8.0	0.0
11108	7.0	4.0	0.0
11109	8.0	7.0	0.0
11110	9.0	4.0	0.0
11111	10.0	11.0	0.0
11112	11.0	5.0	0.0
11113	12.0	16.0	0.0
11114	13.0	18.0	0.0
11115	14.0	16.0	0.0
11116	15.0	5.0	0.0
11117	16.0	7.0	0.0
11118	17.0	6.0	0.0
11119	18.0	4.0	0.0
11120	19.0	13.0	0.0
11121	20.0	3.0	0.0
11122	1.0	8.0	0.0
11123	2.0	6.0	0.0
11124	3.0	10.0	0.0
11125	4.0	8.0	0.0
11126	5.0	9.0	0.0
11127	6.0	9.0	0.0
11128	7.0	8.0	0.0
11129	8.0	9.0	0.0
11130	9.0	3.0	0.0
11131	10.0	7.0	0.0
11132	11.0	10.0	0.0
11133	12.0	8.0	0.0
11134	13.0	17.0	0.0
11135	14.0	7.0	0.0
11136	15.0	9.0	0.0
11137	16.0	14.0	0.0
11138	17.0	1.0	0.0
11139	18.0	5.0	0.0
11140	19.0	2.0	0.0
11141	20.0	9.0	0.0
11142	1.0	4.0	0.0
11143	2.0	0.0	0.0
11144	3.0	6.0	0.0
11145	4.0	13.0	0.0
11146	5.0	3.0	0.0
11147	6.0	14.0	0.0
11148	7.0	7.0	0.0
11149	8.0	3.0	0.0
11150	9.0	3.0	0.0
11151	10.0	11.0	0.0
11152	11.0	6.0	0.0
11153	12.0	2.0	0.0
11154	13.0	6.0	0.0
11155	14.0	2.0	0.0
11156	15.0	3.0	0.0
11157	16.0	1.0	0.0
11158	17.0	4.0	0.0
11159	18.0	1.0	0.0
11160	19.0	16.0	0.0
11161	20.0	4.0	0.0
11162	1.0	5.0	0.0
11163	2.0	7.0	0.0
11164	3.0	6.0	0.0
11165	4.0	1.0	0.0
11166	5.0	11.0	0.0
11167	6.0	6.0	0.0
11168	7.0	3.0	0.0
11169	8.0	4.0	0.0
11170	9.0	1.0	0.0
11171	10.0	2.0	0.0
11172	11.0	2.0	0.0
11173	12.0	8.0	0.0
11174	13.0	9.0	0.0
11175	14.0	7.0	0.0
11176	15.0	2.0	0.0
11177	16.0	9.0	0.0
11178	17.0	7.0	0.0
11179	18.0	10.0	0.0
11180	19.0	4.0	0.0
11181	20.0	9.0	0.0
11182	1.0	6.0	0.0
11183	2.0	5.0	0.0
11184	3.0	5.0	0.0
11185	4.0	9.0	0.0
11186	5.0	21.0	0.0
11187	6.0	8.0	0.0
11188	7.0	2.0	0.0
11189	8.0	11.0	0.0
11190	9.0	5.0	0.0
11191	10.0	7.0	0.0
11192	11.0	7.0	0.0
11193	12.0	10.0	0.0
11194	13.0	7.0	0.0
11195	14.0	8.0	0.0
11196	15.0	6.0	0.0
11197	16.0	5.0	0.0
11198	17.0	3.0	0.0
11199	18.0	6.0	0.0
11200	19.0	8.0	0.0
11201	20.0	13.0	0.0
11202	1.0	4.0	0.0
11203	2.0	5.0	0.0
11204	3.0	8.0	0.0
11205	4.0	8.0	0.0
11206	5.0	15.0	0.0
11207	6.0	7.0	0.0
11208	7.0	6.0	0.0
11209	8.0	5.0	0.0
11210	9.0	11.0	0.0
11211	10.0	6.0	0.0
11212	11.0	3.0	0.0
11213	12.0	5.0	0.0
11214	13.0	3.0	0.0
11215	14.0	4.0	0.0
11216	15.0	10.0	0.0
11217	16.0	4.0	0.0
11218	17.0	8.0	0.0
11219	18.0	17.0	0.0
11220	19.0	8.0	0.0
11221	20.0	9.0	0.0
11222	1.0	6.0	0.0
11223	2.0	9.0	0.0
11224	3.0	6.0	0.0
11225	4.0	3.0	0.0
11226	5.0	13.0	0.0
11227	6.0	18.0	0.0
11228	7.0	7.0	0.0
11229	8.0	6.0	0.0
11230	9.0	7.0	0.0
11231	10.0	8.0	0.0
11232	11.0	8.0	0.0
11233	12.0	5.0	0.0
11234	13.0	3.0	0.0
11235	14.0	1.0	0.0
11236	15.0	5.0	0.0
11237	16.0	3.0	0.0
11238	17.0	2.0	0.0
11239	18.0	5.0	0.0
11240	19.0	7.0	0.0
11241	20.0	9.0	0.0
11242	1.0	10.0	0.0
11243	2.0	6.0	0.0
11244	3.0	3.0	0.0
11245	4.0	6.0	0.0
11246	5.0	7.0	0.0
11247	6.0	9.0	0.0
11248	7.0	5.0	0.0
11249	8.0	5.0	0.0
11250	9.0	0.0	0.0
11251	10.0	10.0	0.0
11252	11.0	5.0	0.0
11253	12.0	5.0	0.0
11254	13.0	3.0	0.0
11255	14.0	6.0	0.0
11256	15.0	19.0	0.0
11257	16.0	7.0	0.0
11258	17.0	4.0	0.0
11259	18.0	9.0	0.0
11260	19.0	4.0	0.0
11261	20.0	10.0	0.0
11262	1.0	2.0	0.0
11263	2.0	5.0	0.0
11264	3.0	7.0	0.0
11265	4.0	15.0	0.0
11266	5.0	14.0	0.0
11267	6.0	18.0	0.0
11268	7.0	4.0	0.0
11269	8.0	10.0	0.0
11270	9.0	9.0	0.0
11271	10.0	7.0	0.0
11272	11.0	2.0	0.0
11273	12.0	14.0	0.0
11274	13.0	5.0	0.0
11275	14.0	3.0	0.0
11276	15.0	7.0	0.0
11277	16.0	7.0	0.0
11278	17.0	8.0	0.0
11279	18.0	8.0	0.0
11280	19.0	15.0	0.0
11281	20.0	11.0	0.0
11282	1.0	8.0	0.0
11283	2.0	0.0	0.0
11284	3.0	3.0	0.0
11285	4.0	8.0	0.0
11286	5.0	4.0	0.0
11287	6.0	5.0	0.0
11288	7.0	18.0	0.0
11289	8.0	6.0	0.0
11290	9.0	1.0	0.0
11291	10.0	5.0	0.0
11292	11.0	3.0	0.0
11293	12.0	10.0	0.0
11294	13.0	2.0	0.0
11295	14.0	6.0	0.0
11296	15.0	8.0	0.0
11297	16.0	7.0	0.0
11298	17.0	12.0	0.0
11299	18.0	5.0	0.0
11300	19.0	4.0	0.0
11301	20.0	7.0	0.0
11302	1.0	7.0	0.0
11303	2.0	8.0	0.0
11304	3.0	3.0	0.0
11305	4.0	3.0	0.0
11306	5.0	23.0	0.0
11307	6.0	6.0	0.0
11308	7.0	4.0	0.0
11309	8.0	2.0	0.0
11310	9.0	7.0	0.0
11311	10.0	4.0	0.0
11312	11.0	12.0	0.0
11313	12.0	6.0	0.0
11314	13.0	14.0	0.0
11315	14.0	8.0	0.0
11316	15.0	8.0	0.0
11317	16.0	15.0	0.0
11318	17.0	11.0	0.0
11319	18.0	11.0	0.0
11320	19.0	8.0	0.0
11321	20.0	4.0	0.0
11322	1.0	0.0	0.0
11323	2.0	8.0	0.0
11324	3.0	6.0	0.0
11325	4.0	12.0	0.0
11326	5.0	12.0	0.0
11327	6.0	8.0	0.0
11328	7.0	10.0	0.0
11329	8.0	5.0	0.0
11330	9.0	8.0	0.0
11331	10.0	4.0	0.0
11332	11.0	14.0	0.0
11333	12.0	9.0	0.0
11334	13.0	8.0	0.0
11335	14.0	10.0	0.0
11336	15.0	15.0	0.0
11337	16.0	5.0	0.0
11338	17.0	11.0	0.0
11339	18.0	2.0	0.0
11340	19.0	8.0	0.0
11341	20.0	16.0	0.0
11342	1.0	10.0	0.0
11343	2.0	10.0	0.0
11344	3.0	2.0	0.0
11345	4.0	6.0	0.0
11346	5.0	8.0	0.0
11347	6.0	7.0	0.0
11348	7.0	2.0	0.0
11349	8.0	17.0	0.0
11350	9.0	4.0	0.0
11351	10.0	5.0	0.0
11352	11.0	3.0	0.0
11353	12.0	10.0	0.0
11354	13.0	6.0	0.0
11355	14.0	12.0	0.0
11356	15.0	12.0	0.0
11357	16.0	9.0	0.0
11358	17.0	16.0	0.0
11359	18.0	14.0	0.0
11360	19.0	11.0	0.0
11361	20.0	11.0	0.0
11362	1.0	11.0	0.0
11363	2.0	7.0	0.0
11364	3.0	8.0	0.0
11365	4.0	0.0	0.0
11366	5.0	9.0	0.0
11367	6.0	10.0	0.0
11368	7.0	10.0	0.0
11369	8.0	10.0	0.0
11370	9.0	7.0	0.0
11371	10.0	9.0	0.0
11372	11.0	9.0	0.0
11373	12.0	4.0	0.0
11374	13.0	5.0	0.0
11375	14.0	5.0	0.0
11376	15.0	4.0	0.0
11377	16.0	16.0	0.0
11378	17.0	13.0	0.0
11379	18.0	23.0	0.0
11380	19.0	19.0	0.0
11381	1.0	0.0	0.0
11382	2.0	17.0	0.0
11383	3.0	15.0	0.0
11384	4.0	7.0	0.0
11385	5.0	2.0	0.0
11386	6.0	7.0	0.0
11387	7.0	7.0	0.0
11388	8.0	2.0	0.0
11389	9.0	11.0	0.0
11390	10.0	4.0	0.0
11391	11.0	4.0	0.0
11392	12.0	5.0	0.0
11393	13.0	6.0	0.0
11394	14.0	5.0	0.0
11395	15.0	8.0	0.0
11396	16.0	6.0	0.0
11397	17.0	11.0	0.0
11398	18.0	3.0	0.0
11399	19.0	12.0	0.0
11400	20.0	7.0	0.0
11401	1.0	10.0	0.0
11402	2.0	4.0	0.0
11403	3.0	6.0	0.0
11404	4.0	16.0	0.0
11405	5.0	13.0	0.0
11406	6.0	10.0	0.0
11407	7.0	8.0	0.0
11408	8.0	3.0	0.0
11409	9.0	4.0	0.0
11410	10.0	4.0	0.0
11411	11.0	6.0	0.0
11412	12.0	8.0	0.0
11413	13.0	11.0	0.0
11414	14.0	9.0	0.0
11415	15.0	10.0	0.0
11416	16.0	5.0	0.0
11417	17.0	5.0	0.0
11418	18.0	5.0	0.0
11419	19.0	1.0	0.0
11420	1.0	3.0	0.0
11421	2.0	1.0	0.0
11422	3.0	8.0	0.0
11423	4.0	7.0	0.0
11424	5.0	5.0	0.0
11425	6.0	6.0	0.0
11426	7.0	3.0	0.0
11427	8.0	6.0	0.0
11428	9.0	5.0	0.0
11429	10.0	6.0	0.0
11430	11.0	16.0	0.0
11431	12.0	6.0	0.0
11432	13.0	3.0	0.0
11433	14.0	4.0	0.0
11434	15.0	4.0	0.0
11435	16.0	8.0	0.0
11436	17.0	6.0	0.0
11437	18.0	7.0	0.0
11438	19.0	8.0	0.0
11439	20.0	3.0	0.0
11440	1.0	4.0	0.0
11441	2.0	1.0	0.0
11442	3.0	16.0	0.0
11443	4.0	8.0	0.0
11444	5.0	12.0	0.0
11445	6.0	8.0	0.0
11446	7.0	5.0	0.0
11447	8.0	3.0	0.0
11448	9.0	16.0	0.0
11449	10.0	6.0	0.0
11450	11.0	10.0	0.0
11451	12.0	6.0	0.0
11452	13.0	8.0	0.0
11453	14.0	3.0	0.0
11454	15.0	6.0	0.0
11455	16.0	9.0	0.0
11456	17.0	5.0	0.0
11457	1.0	5.0	0.0
11458	2.0	16.0	0.0
11459	3.0	7.0	0.0
11460	4.0	8.0	0.0
11461	5.0	3.0	0.0
11462	6.0	9.0	0.0
11463	7.0	5.0	0.0
11464	8.0	9.0	0.0
11465	9.0	9.0	0.0
11466	10.0	9.0	0.0
11467	11.0	5.0	0.0
11468	12.0	6.0	0.0
11469	13.0	11.0	0.0
11470	14.0	9.0	0.0
11471	15.0	12.0	0.0
11472	16.0	6.0	0.0
11473	17.0	3.0	0.0
11474	18.0	10.0	0.0
11475	19.0	9.0	0.0
11476	20.0	12.0	0.0
11477	1.0	8.0	0.0
11478	2.0	2.0	0.0
11479	3.0	6.0	0.0
11480	4.0	4.0	0.0
11481	5.0	10.0	0.0
11482	6.0	3.0	0.0
11483	7.0	11.0	0.0
11484	8.0	13.0	0.0
11485	9.0	4.0	0.0
11486	10.0	2.0	0.0
11487	11.0	2.0	0.0
11488	12.0	3.0	0.0
11489	13.0	6.0	0.0
11490	14.0	11.0	0.0
11491	15.0	6.0	0.0
11492	16.0	11.0	0.0
11493	17.0	10.0	0.0
11494	18.0	6.0	0.0
11495	19.0	6.0	0.0
11496	20.0	9.0	0.0
11497	1.0	1.0	0.0
11498	2.0	0.0	0.0
11499	3.0	1.0	0.0
11500	4.0	2.0	0.0
11501	5.0	3.0	0.0
11502	6.0	13.0	0.0
11503	7.0	4.0	0.0
11504	8.0	6.0	0.0
11505	9.0	5.0	0.0
11506	10.0	6.0	0.0
11507	11.0	8.0	0.0
11508	12.0	4.0	0.0
11509	13.0	13.0	0.0
11510	14.0	12.0	0.0
11511	15.0	10.0	0.0
11512	16.0	6.0	0.0
11513	17.0	4.0	0.0
11514	18.0	8.0	0.0
11515	19.0	10.0	0.0
11516	20.0	18.0	0.0
11517	1.0	4.0	0.0
11518	2.0	1.0	0.0
11519	3.0	1.0	0.0
11520	4.0	14.0	0.0
11521	5.0	5.0	0.0
11522	6.0	8.0	0.0
11523	7.0	4.0	0.0
11524	8.0	8.0	0.0
11525	9.0	3.0	0.0
11526	10.0	4.0	0.0
11527	11.0	21.0	0.0
11528	12.0	3.0	0.0
11529	13.0	14.0	0.0
11530	14.0	3.0	0.0
11531	15.0	14.0	0.0
11532	16.0	9.0	0.0
11533	17.0	5.0	0.0
11534	18.0	16.0	0.0
11535	1.0	4.0	0.0
11536	2.0	0.0	0.0
11537	3.0	9.0	0.0
11538	4.0	1.0	0.0
11539	5.0	5.0	0.0
11540	6.0	3.0	0.0
11541	7.0	4.0	0.0
11542	8.0	4.0	0.0
11543	9.0	4.0	0.0
11544	10.0	16.0	0.0
11545	11.0	6.0	0.0
11546	12.0	4.0	0.0
11547	13.0	4.0	0.0
11548	14.0	3.0	0.0
11549	15.0	10.0	0.0
11550	16.0	4.0	0.0
11551	17.0	4.0	0.0
11552	18.0	10.0	0.0
11553	19.0	9.0	0.0
11554	20.0	10.0	0.0
11555	1.0	1.0	0.0
11556	2.0	9.0	0.0
11557	3.0	1.0	0.0
11558	4.0	12.0	0.0
11559	5.0	2.0	0.0
11560	6.0	6.0	0.0
11561	7.0	4.0	0.0
11562	8.0	2.0	0.0
11563	9.0	7.0	0.0
11564	10.0	4.0	0.0
11565	11.0	4.0	0.0
11566	12.0	2.0	0.0
11567	13.0	1.0	0.0
11568	14.0	8.0	0.0
11569	15.0	8.0	0.0
11570	16.0	3.0	0.0
11571	17.0	16.0	0.0
11572	18.0	18.0	0.0
11573	19.0	6.0	0.0
11574	1.0	3.0	0.0
11575	2.0	7.0	0.0
11576	3.0	14.0	0.0
11577	4.0	1.0	0.0
11578	5.0	11.0	0.0
11579	6.0	25.0	0.0
11580	7.0	2.0	0.0
11581	8.0	8.0	0.0
11582	9.0	8.0	0.0
11583	10.0	3.0	0.0
11584	11.0	5.0	0.0
11585	12.0	3.0	0.0
11586	13.0	2.0	0.0
11587	14.0	16.0	0.0
11588	15.0	14.0	0.0
11589	16.0	3.0	0.0
11590	17.0	5.0	0.0
11591	18.0	11.0	0.0
11592	19.0	8.0	0.0
11593	20.0	15.0	0.0
11594	1.0	4.0	0.0
11595	2.0	6.0	0.0
11596	3.0	4.0	0.0
11597	4.0	12.0	0.0
11598	5.0	12.0	0.0
11599	6.0	11.0	0.0
11600	7.0	6.0	0.0
11601	8.0	15.0	0.0
11602	9.0	2.0	0.0
11603	10.0	6.0	0.0
11604	11.0	4.0	0.0
11605	12.0	4.0	0.0
11606	13.0	6.0	0.0
11607	14.0	8.0	0.0
11608	15.0	3.0	0.0
11609	16.0	4.0	0.0
11610	17.0	7.0	0.0
11611	18.0	4.0	0.0
11612	19.0	6.0	0.0
11613	20.0	10.0	0.0
11614	1.0	1.0	0.0
11615	2.0	12.0	0.0
11616	3.0	5.0	0.0
11617	4.0	11.0	0.0
11618	5.0	14.0	0.0
11619	6.0	6.0	0.0
11620	7.0	4.0	0.0
11621	8.0	6.0	0.0
11622	9.0	9.0	0.0
11623	10.0	6.0	0.0
11624	11.0	17.0	0.0
11625	12.0	10.0	0.0
11626	13.0	7.0	0.0
11627	14.0	2.0	0.0
11628	15.0	19.0	0.0
11629	16.0	7.0	0.0
11630	17.0	16.0	0.0
11631	18.0	13.0	0.0
11632	19.0	4.0	0.0
11633	20.0	8.0	0.0
11634	1.0	2.0	0.0
11635	2.0	2.0	0.0
11636	3.0	8.0	0.0
11637	4.0	3.0	0.0
11638	5.0	7.0	0.0
11639	6.0	9.0	0.0
11640	7.0	7.0	0.0
11641	8.0	9.0	0.0
11642	9.0	3.0	0.0
11643	10.0	9.0	0.0
11644	11.0	6.0	0.0
11645	12.0	15.0	0.0
11646	13.0	12.0	0.0
11647	14.0	7.0	0.0
11648	15.0	3.0	0.0
11649	16.0	11.0	0.0
11650	17.0	7.0	0.0
11651	18.0	15.0	0.0
11652	19.0	6.0	0.0
11653	20.0	10.0	0.0
11654	1.0	5.0	0.0
11655	2.0	7.0	0.0
11656	3.0	6.0	0.0
11657	4.0	3.0	0.0
11658	5.0	2.0	0.0
11659	6.0	2.0	0.0
11660	7.0	4.0	0.0
11661	8.0	5.0	0.0
11662	9.0	11.0	0.0
11663	10.0	4.0	0.0
11664	11.0	4.0	0.0
11665	12.0	4.0	0.0
11666	13.0	11.0	0.0
11667	14.0	3.0	0.0
11668	15.0	4.0	0.0
11669	16.0	6.0	0.0
11670	17.0	2.0	0.0
11671	18.0	5.0	0.0
11672	19.0	12.0	0.0
11673	20.0	7.0	0.0
11674	1.0	2.0	0.0
11675	2.0	7.0	0.0
11676	3.0	5.0	0.0
11677	4.0	10.0	0.0
11678	5.0	13.0	0.0
11679	6.0	7.0	0.0
11680	7.0	10.0	0.0
11681	8.0	8.0	0.0
11682	9.0	7.0	0.0
11683	10.0	5.0	0.0
11684	11.0	8.0	0.0
11685	12.0	4.0	0.0
11686	13.0	6.0	0.0
11687	14.0	8.0	0.0
11688	15.0	11.0	0.0
11689	16.0	3.0	0.0
11690	1.0	6.0	0.0
11691	2.0	5.0	0.0
11692	3.0	6.0	0.0
11693	4.0	10.0	0.0
