	Over	Runs	Wickets
6033	14.0	16.0	1.0
6034	15.0	3.0	0.0
6035	16.0	9.0	0.0
6036	17.0	3.0	1.0
6037	18.0	4.0	1.0
6038	19.0	15.0	1.0
6039	20.0	5.0	2.0
6040	1.0	4.0	0.0
6041	2.0	3.0	0.0
6042	3.0	4.0	1.0
6043	4.0	11.0	0.0
6044	5.0	11.0	0.0
6045	6.0	15.0	0.0
6046	7.0	3.0	0.0
6047	8.0	10.0	0.0
6048	9.0	8.0	0.0
6049	10.0	7.0	0.0
6050	11.0	6.0	0.0
6051	12.0	3.0	1.0
6052	13.0	16.0	0.0
6053	14.0	9.0	1.0
6054	15.0	10.0	0.0
6055	16.0	17.0	0.0
6056	17.0	21.0	0.0
6057	18.0	4.0	0.0
6058	1.0	4.0	0.0
6059	2.0	15.0	1.0
6060	3.0	10.0	0.0
6061	4.0	12.0	1.0
6062	5.0	3.0	1.0
6063	6.0	1.0	0.0
6064	7.0	8.0	0.0
6065	8.0	3.0	1.0
6066	9.0	2.0	0.0
6067	10.0	5.0	1.0
6068	11.0	5.0	0.0
6069	12.0	2.0	0.0
6070	13.0	5.0	0.0
6071	14.0	4.0	1.0
6072	15.0	2.0	1.0
6073	16.0	7.0	1.0
6074	17.0	8.0	0.0
6075	18.0	7.0	0.0
6076	19.0	4.0	1.0
6077	20.0	4.0	1.0
6078	1.0	7.0	0.0
6079	2.0	4.0	0.0
6080	3.0	2.0	0.0
6081	4.0	13.0	0.0
6082	5.0	6.0	0.0
6083	6.0	7.0	0.0
6084	7.0	3.0	1.0
6085	8.0	6.0	0.0
6086	9.0	4.0	0.0
6087	10.0	7.0	0.0
6088	11.0	6.0	1.0
6089	12.0	3.0	0.0
6090	13.0	3.0	0.0
6091	14.0	14.0	0.0
6092	15.0	3.0	0.0
6093	16.0	7.0	0.0
6094	17.0	13.0	0.0
6095	18.0	3.0	1.0
6096	19.0	1.0	0.0
6097	1.0	11.0	0.0
6098	2.0	1.0	2.0
6099	3.0	12.0	0.0
6100	4.0	10.0	1.0
6101	5.0	7.0	0.0
6102	6.0	6.0	0.0
6103	7.0	6.0	0.0
6104	8.0	10.0	0.0
6105	9.0	5.0	0.0
6106	10.0	5.0	0.0
6107	11.0	4.0	0.0
6108	12.0	14.0	0.0
6109	13.0	5.0	1.0
6110	14.0	5.0	0.0
6111	15.0	5.0	0.0
6112	16.0	9.0	0.0
6113	17.0	15.0	0.0
6114	18.0	13.0	1.0
6115	19.0	11.0	0.0
6116	20.0	20.0	0.0
6117	1.0	1.0	0.0
6118	2.0	8.0	1.0
6119	3.0	2.0	2.0
6120	4.0	6.0	0.0
6121	5.0	3.0	0.0
6122	6.0	14.0	0.0
6123	7.0	6.0	1.0
6124	8.0	7.0	0.0
6125	9.0	4.0	0.0
6126	10.0	9.0	0.0
6127	11.0	3.0	1.0
6128	12.0	6.0	0.0
6129	13.0	5.0	0.0
6130	14.0	13.0	1.0
6131	15.0	2.0	1.0
6132	16.0	2.0	0.0
6133	17.0	13.0	0.0
6134	18.0	13.0	0.0
6135	19.0	12.0	0.0
6136	20.0	8.0	1.0
6137	1.0	1.0	2.0
6138	2.0	9.0	0.0
6139	3.0	6.0	1.0
6140	4.0	4.0	0.0
6141	5.0	8.0	0.0
6142	6.0	7.0	0.0
6143	7.0	8.0	0.0
6144	8.0	4.0	0.0
6145	9.0	12.0	0.0
6146	10.0	12.0	0.0
6147	11.0	10.0	0.0
6148	12.0	14.0	0.0
6149	13.0	4.0	1.0
6150	14.0	3.0	0.0
6151	15.0	9.0	0.0
6152	16.0	13.0	0.0
6153	17.0	5.0	0.0
6154	18.0	4.0	1.0
6155	19.0	8.0	1.0
6156	20.0	10.0	0.0
6157	1.0	6.0	1.0
6158	2.0	8.0	0.0
6159	3.0	4.0	0.0
6160	4.0	9.0	0.0
6161	5.0	5.0	0.0
6162	6.0	6.0	0.0
6163	7.0	8.0	0.0
6164	8.0	15.0	0.0
6165	9.0	8.0	0.0
6166	10.0	3.0	0.0
6167	11.0	5.0	1.0
6168	12.0	5.0	0.0
6169	13.0	11.0	0.0
6170	14.0	3.0	1.0
6171	15.0	6.0	1.0
6172	16.0	7.0	1.0
6173	17.0	4.0	1.0
6174	18.0	21.0	0.0
6175	19.0	1.0	2.0
6176	20.0	3.0	2.0
6177	1.0	8.0	0.0
6178	2.0	8.0	0.0
6179	3.0	6.0	0.0
6180	4.0	12.0	0.0
6181	5.0	5.0	0.0
6182	6.0	4.0	1.0
6183	7.0	10.0	0.0
6184	8.0	3.0	0.0
6185	9.0	7.0	0.0
6186	10.0	2.0	1.0
6187	11.0	5.0	0.0
6188	12.0	10.0	0.0
6189	13.0	11.0	0.0
6190	14.0	12.0	1.0
6191	15.0	4.0	0.0
6192	16.0	16.0	0.0
6193	17.0	9.0	1.0
6194	18.0	14.0	0.0
6195	19.0	11.0	0.0
6196	20.0	25.0	0.0
6197	1.0	8.0	0.0
6198	2.0	6.0	0.0
6199	3.0	17.0	0.0
6200	4.0	13.0	1.0
6201	5.0	11.0	0.0
6202	6.0	14.0	0.0
6203	7.0	4.0	1.0
6204	8.0	5.0	1.0
6205	9.0	4.0	0.0
6206	10.0	5.0	1.0
6207	11.0	3.0	1.0
6208	12.0	4.0	1.0
6209	13.0	3.0	0.0
6210	14.0	6.0	0.0
6211	15.0	5.0	0.0
6212	16.0	5.0	0.0
6213	17.0	7.0	1.0
6214	18.0	5.0	0.0
6215	19.0	7.0	0.0
6216	20.0	12.0	0.0
6217	1.0	3.0	0.0
6218	2.0	8.0	0.0
6219	3.0	6.0	2.0
6220	4.0	1.0	1.0
6221	5.0	3.0	1.0
6222	6.0	1.0	0.0
6223	7.0	8.0	0.0
6224	8.0	9.0	0.0
6225	9.0	7.0	0.0
6226	10.0	5.0	0.0
6227	11.0	14.0	0.0
6228	12.0	7.0	0.0
6229	13.0	13.0	0.0
6230	14.0	4.0	0.0
6231	15.0	4.0	1.0
6232	16.0	5.0	1.0
6233	17.0	14.0	0.0
6234	18.0	10.0	0.0
6235	19.0	6.0	1.0
6236	20.0	11.0	1.0
6237	1.0	8.0	1.0
6238	2.0	14.0	0.0
6239	3.0	12.0	0.0
6240	4.0	11.0	0.0
6241	5.0	15.0	0.0
6242	6.0	7.0	0.0
6243	7.0	9.0	0.0
6244	8.0	7.0	0.0
6245	9.0	5.0	0.0
6246	10.0	15.0	0.0
6247	11.0	18.0	0.0
6248	12.0	5.0	0.0
6249	13.0	10.0	0.0
6250	14.0	7.0	0.0
6251	1.0	6.0	0.0
6252	2.0	7.0	0.0
6253	3.0	8.0	2.0
6254	4.0	0.0	1.0
6255	5.0	3.0	0.0
6256	6.0	6.0	0.0
6257	7.0	1.0	0.0
6258	8.0	13.0	0.0
6259	9.0	4.0	0.0
6260	10.0	5.0	0.0
6261	11.0	4.0	1.0
6262	12.0	9.0	1.0
6263	13.0	6.0	0.0
6264	14.0	5.0	1.0
6265	15.0	10.0	0.0
6266	16.0	5.0	0.0
6267	17.0	12.0	0.0
6268	18.0	2.0	0.0
6269	19.0	9.0	0.0
6270	20.0	15.0	0.0
6271	1.0	6.0	0.0
6272	2.0	1.0	1.0
6273	3.0	9.0	0.0
6274	4.0	18.0	0.0
6275	5.0	8.0	1.0
6276	6.0	17.0	0.0
6277	7.0	10.0	0.0
6278	8.0	3.0	0.0
6279	9.0	13.0	0.0
6280	10.0	6.0	0.0
6281	11.0	12.0	1.0
6282	12.0	11.0	1.0
6283	13.0	2.0	0.0
6284	14.0	7.0	1.0
6285	15.0	1.0	0.0
6286	16.0	8.0	0.0
6287	1.0	9.0	0.0
6288	2.0	4.0	1.0
6289	3.0	5.0	1.0
6290	4.0	5.0	1.0
6291	5.0	11.0	0.0
6292	6.0	5.0	0.0
6293	7.0	5.0	0.0
6294	8.0	8.0	0.0
6295	9.0	1.0	1.0
6296	10.0	2.0	2.0
6297	11.0	5.0	0.0
6298	12.0	2.0	0.0
6299	13.0	3.0	0.0
6300	14.0	6.0	0.0
6301	15.0	3.0	1.0
6302	16.0	3.0	0.0
6303	17.0	2.0	1.0
6304	18.0	10.0	0.0
6305	19.0	11.0	0.0
6306	20.0	12.0	1.0
6307	1.0	5.0	1.0
6308	2.0	2.0	2.0
6309	3.0	5.0	0.0
6310	4.0	6.0	0.0
6311	5.0	8.0	0.0
6312	6.0	7.0	0.0
6313	7.0	5.0	1.0
6314	8.0	6.0	0.0
6315	9.0	6.0	0.0
6316	10.0	6.0	0.0
6317	11.0	4.0	0.0
6318	12.0	1.0	0.0
6319	13.0	12.0	0.0
6320	14.0	3.0	0.0
6321	15.0	4.0	0.0
6322	16.0	10.0	0.0
6323	17.0	10.0	0.0
6324	18.0	9.0	0.0
6325	19.0	4.0	0.0
6326	1.0	2.0	1.0
6327	2.0	6.0	0.0
6328	3.0	8.0	0.0
6329	4.0	8.0	0.0
6330	5.0	10.0	0.0
6331	6.0	9.0	0.0
6332	7.0	7.0	0.0
6333	8.0	8.0	0.0
6334	9.0	5.0	0.0
6335	10.0	9.0	0.0
6336	11.0	14.0	0.0
6337	12.0	1.0	1.0
6338	13.0	1.0	0.0
6339	14.0	4.0	0.0
6340	15.0	6.0	0.0
6341	16.0	14.0	0.0
6342	17.0	21.0	0.0
6343	18.0	9.0	0.0
6344	19.0	18.0	0.0
6345	20.0	14.0	1.0
6346	1.0	9.0	0.0
6347	2.0	8.0	1.0
6348	3.0	6.0	0.0
6349	4.0	10.0	0.0
6350	5.0	4.0	0.0
6351	6.0	8.0	0.0
6352	7.0	14.0	1.0
6353	8.0	6.0	0.0
6354	9.0	9.0	0.0
6355	10.0	8.0	0.0
6356	11.0	16.0	0.0
6357	12.0	12.0	0.0
6358	13.0	10.0	0.0
6359	14.0	3.0	1.0
6360	15.0	8.0	1.0
6361	16.0	9.0	0.0
6362	17.0	6.0	0.0
6363	18.0	10.0	1.0
6364	19.0	18.0	0.0
6365	20.0	4.0	0.0
6366	1.0	4.0	0.0
6367	2.0	9.0	0.0
6368	3.0	3.0	0.0
6369	4.0	5.0	0.0
6370	5.0	8.0	0.0
6371	6.0	5.0	1.0
6372	7.0	4.0	0.0
6373	8.0	8.0	0.0
6374	9.0	22.0	0.0
6375	10.0	7.0	0.0
6376	11.0	3.0	0.0
6377	12.0	16.0	0.0
6378	13.0	9.0	1.0
6379	14.0	13.0	0.0
6380	15.0	22.0	0.0
6381	16.0	4.0	1.0
6382	17.0	10.0	1.0
6383	18.0	19.0	0.0
6384	19.0	8.0	0.0
6385	20.0	12.0	0.0
6386	1.0	4.0	0.0
6387	2.0	1.0	0.0
6388	3.0	7.0	0.0
6389	4.0	10.0	0.0
6390	5.0	8.0	1.0
6391	6.0	4.0	1.0
6392	7.0	4.0	0.0
6393	8.0	10.0	0.0
6394	9.0	10.0	1.0
6395	10.0	6.0	0.0
6396	11.0	10.0	1.0
6397	12.0	4.0	1.0
6398	13.0	5.0	0.0
6399	14.0	7.0	0.0
6400	15.0	8.0	1.0
6401	16.0	9.0	1.0
6402	17.0	8.0	0.0
6403	18.0	4.0	0.0
6404	19.0	8.0	2.0
6405	20.0	7.0	0.0
6406	1.0	6.0	0.0
6407	2.0	2.0	0.0
6408	3.0	6.0	0.0
6409	4.0	10.0	0.0
6410	5.0	8.0	0.0
6411	6.0	14.0	0.0
6412	7.0	11.0	0.0
6413	8.0	7.0	1.0
6414	9.0	5.0	1.0
6415	10.0	4.0	0.0
6416	11.0	4.0	1.0
6417	12.0	7.0	0.0
6418	13.0	12.0	0.0
6419	14.0	5.0	1.0
6420	15.0	0.0	1.0
6421	16.0	3.0	1.0
6422	17.0	8.0	0.0
6423	18.0	5.0	1.0
6424	19.0	8.0	0.0
6425	20.0	7.0	2.0
6426	1.0	12.0	0.0
6427	2.0	9.0	0.0
6428	3.0	5.0	2.0
6429	4.0	4.0	0.0
6430	5.0	8.0	0.0
6431	6.0	4.0	0.0
6432	7.0	5.0	0.0
6433	8.0	9.0	0.0
6434	9.0	8.0	0.0
6435	10.0	5.0	0.0
6436	11.0	4.0	0.0
6437	12.0	12.0	0.0
6438	13.0	16.0	0.0
6439	14.0	6.0	0.0
6440	15.0	11.0	0.0
6441	16.0	14.0	0.0
6442	17.0	1.0	0.0
6443	1.0	15.0	0.0
6444	2.0	6.0	0.0
6445	3.0	13.0	1.0
6446	4.0	2.0	0.0
6447	5.0	7.0	0.0
6448	6.0	6.0	0.0
6449	7.0	9.0	0.0
6450	8.0	4.0	0.0
6451	9.0	12.0	0.0
6452	10.0	12.0	0.0
6453	11.0	4.0	1.0
6454	12.0	3.0	1.0
6455	13.0	14.0	0.0
6456	14.0	14.0	0.0
6457	15.0	10.0	0.0
6458	16.0	8.0	0.0
6459	17.0	7.0	0.0
6460	18.0	11.0	0.0
6461	19.0	19.0	0.0
6462	20.0	16.0	0.0
6463	1.0	1.0	0.0
6464	2.0	7.0	0.0
6465	3.0	5.0	1.0
6466	4.0	13.0	0.0
6467	5.0	11.0	1.0
6468	6.0	12.0	0.0
6469	7.0	11.0	0.0
6470	8.0	14.0	0.0
6471	9.0	12.0	0.0
6472	10.0	8.0	1.0
6473	11.0	1.0	0.0
6474	12.0	14.0	0.0
6475	13.0	7.0	0.0
6476	14.0	7.0	0.0
6477	15.0	7.0	0.0
6478	16.0	11.0	0.0
6479	17.0	8.0	1.0
6480	18.0	15.0	0.0
6481	19.0	13.0	0.0
6482	20.0	18.0	0.0
6483	1.0	7.0	0.0
6484	2.0	8.0	1.0
6485	3.0	3.0	0.0
6486	4.0	14.0	0.0
6487	5.0	2.0	1.0
6488	6.0	4.0	0.0
6489	7.0	14.0	1.0
6490	8.0	8.0	0.0
6491	9.0	6.0	1.0
6492	10.0	13.0	0.0
6493	11.0	6.0	0.0
6494	12.0	14.0	0.0
6495	13.0	13.0	0.0
6496	14.0	2.0	0.0
6497	15.0	3.0	1.0
6498	16.0	4.0	1.0
6499	17.0	3.0	0.0
6500	18.0	4.0	1.0
6501	19.0	10.0	0.0
6502	20.0	7.0	0.0
6503	1.0	5.0	0.0
6504	2.0	9.0	1.0
6505	3.0	7.0	1.0
6506	4.0	12.0	1.0
6507	5.0	4.0	0.0
6508	6.0	2.0	0.0
6509	7.0	6.0	1.0
6510	8.0	6.0	0.0
6511	9.0	4.0	0.0
6512	10.0	4.0	0.0
6513	11.0	6.0	0.0
6514	12.0	4.0	1.0
6515	13.0	3.0	1.0
6516	14.0	11.0	0.0
6517	15.0	3.0	0.0
6518	16.0	13.0	1.0
6519	17.0	10.0	0.0
6520	18.0	10.0	0.0
6521	19.0	10.0	0.0
6522	20.0	5.0	0.0
6523	1.0	3.0	1.0
6524	2.0	4.0	0.0
6525	3.0	7.0	1.0
6526	4.0	8.0	0.0
6527	5.0	7.0	0.0
6528	6.0	13.0	0.0
6529	7.0	5.0	0.0
6530	8.0	7.0	0.0
6531	9.0	12.0	0.0
6532	10.0	3.0	0.0
6533	11.0	2.0	0.0
6534	12.0	3.0	0.0
6535	13.0	3.0	1.0
6536	14.0	4.0	1.0
6537	15.0	5.0	0.0
6538	16.0	8.0	1.0
6539	17.0	12.0	0.0
6540	18.0	11.0	1.0
6541	19.0	9.0	0.0
6542	20.0	7.0	2.0
6543	1.0	6.0	0.0
6544	2.0	6.0	0.0
6545	3.0	6.0	0.0
6546	4.0	12.0	0.0
6547	5.0	11.0	0.0
6548	6.0	3.0	0.0
6549	7.0	9.0	0.0
6550	8.0	7.0	0.0
6551	9.0	3.0	0.0
6552	10.0	9.0	0.0
6553	11.0	4.0	0.0
6554	12.0	3.0	0.0
6555	13.0	13.0	0.0
6556	14.0	8.0	1.0
6557	15.0	7.0	0.0
6558	16.0	11.0	0.0
6559	17.0	11.0	0.0
6560	18.0	6.0	0.0
6561	1.0	2.0	0.0
6562	2.0	9.0	1.0
6563	3.0	12.0	0.0
6564	4.0	8.0	1.0
6565	5.0	8.0	0.0
6566	6.0	15.0	0.0
6567	7.0	8.0	0.0
6568	8.0	4.0	0.0
6569	9.0	8.0	1.0
6570	10.0	7.0	1.0
6571	11.0	3.0	0.0
6572	12.0	4.0	0.0
6573	13.0	5.0	0.0
6574	14.0	10.0	0.0
6575	15.0	4.0	0.0
6576	16.0	17.0	0.0
6577	17.0	17.0	0.0
6578	18.0	10.0	1.0
6579	19.0	17.0	0.0
6580	20.0	16.0	0.0
6581	1.0	9.0	0.0
6582	2.0	10.0	0.0
6583	3.0	5.0	1.0
6584	4.0	7.0	0.0
6585	5.0	10.0	0.0
6586	6.0	3.0	0.0
6587	7.0	12.0	1.0
6588	8.0	6.0	0.0
6589	9.0	18.0	0.0
6590	10.0	3.0	2.0
6591	11.0	12.0	0.0
6592	12.0	5.0	1.0
6593	13.0	6.0	0.0
6594	14.0	3.0	1.0
6595	15.0	9.0	1.0
6596	16.0	5.0	0.0
6597	17.0	6.0	0.0
6598	18.0	5.0	1.0
6599	19.0	12.0	0.0
6600	20.0	3.0	1.0
6601	1.0	6.0	0.0
6602	2.0	6.0	1.0
6603	3.0	13.0	0.0
6604	4.0	2.0	1.0
6605	5.0	4.0	1.0
6606	6.0	8.0	0.0
6607	7.0	4.0	0.0
6608	8.0	7.0	0.0
6609	9.0	5.0	0.0
6610	10.0	7.0	0.0
6611	11.0	8.0	0.0
6612	12.0	4.0	0.0
6613	13.0	6.0	0.0
6614	14.0	6.0	1.0
6615	15.0	10.0	1.0
6616	16.0	7.0	0.0
6617	17.0	9.0	0.0
6618	18.0	4.0	0.0
6619	19.0	12.0	1.0
6620	20.0	14.0	1.0
6621	1.0	1.0	0.0
6622	2.0	1.0	0.0
6623	3.0	8.0	0.0
6624	4.0	7.0	0.0
6625	5.0	2.0	0.0
6626	6.0	4.0	2.0
6627	7.0	7.0	0.0
6628	8.0	7.0	1.0
6629	9.0	3.0	0.0
6630	10.0	3.0	0.0
6631	11.0	6.0	1.0
6632	12.0	5.0	0.0
6633	13.0	4.0	1.0
6634	14.0	6.0	0.0
6635	15.0	17.0	0.0
6636	16.0	3.0	1.0
6637	17.0	17.0	0.0
6638	18.0	2.0	2.0
6639	19.0	1.0	1.0
6640	20.0	0.0	1.0
6641	1.0	4.0	1.0
6642	2.0	4.0	1.0
6643	3.0	6.0	0.0
6644	4.0	1.0	1.0
6645	5.0	5.0	0.0
6646	6.0	7.0	0.0
6647	7.0	0.0	1.0
6648	8.0	7.0	0.0
6649	9.0	7.0	1.0
6650	10.0	2.0	0.0
6651	11.0	5.0	0.0
6652	12.0	4.0	0.0
6653	13.0	10.0	0.0
6654	14.0	10.0	0.0
6655	15.0	6.0	0.0
6656	16.0	3.0	1.0
6657	17.0	1.0	1.0
6658	18.0	0.0	1.0
6659	19.0	0.0	2.0
6660	1.0	6.0	0.0
6661	2.0	8.0	0.0
6662	3.0	1.0	0.0
6663	4.0	6.0	0.0
6664	5.0	5.0	0.0
6665	6.0	7.0	0.0
6666	7.0	2.0	0.0
6667	8.0	7.0	1.0
6668	9.0	4.0	0.0
6669	10.0	7.0	0.0
6670	11.0	7.0	0.0
6671	12.0	11.0	0.0
6672	13.0	7.0	0.0
6673	14.0	8.0	0.0
6674	1.0	4.0	0.0
6675	2.0	2.0	0.0
6676	3.0	7.0	0.0
6677	4.0	7.0	0.0
6678	5.0	9.0	0.0
6679	6.0	11.0	0.0
6680	7.0	3.0	0.0
6681	8.0	1.0	1.0
6682	9.0	5.0	1.0
6683	10.0	9.0	0.0
6684	11.0	9.0	0.0
6685	12.0	1.0	1.0
6686	13.0	12.0	0.0
6687	14.0	11.0	0.0
6688	15.0	17.0	0.0
6689	16.0	19.0	0.0
6690	17.0	12.0	0.0
6691	18.0	7.0	1.0
6692	19.0	11.0	0.0
6693	20.0	11.0	1.0
6694	1.0	0.0	0.0
6695	2.0	3.0	1.0
6696	3.0	6.0	0.0
6697	4.0	2.0	0.0
6698	5.0	10.0	0.0
6699	6.0	12.0	0.0
6700	7.0	5.0	0.0
6701	8.0	2.0	0.0
6702	9.0	3.0	0.0
6703	10.0	15.0	0.0
6704	11.0	9.0	0.0
6705	12.0	6.0	2.0
6706	13.0	7.0	0.0
6707	14.0	15.0	0.0
6708	15.0	6.0	2.0
6709	16.0	8.0	0.0
6710	17.0	5.0	1.0
6711	18.0	22.0	0.0
6712	19.0	6.0	2.0
6713	20.0	4.0	1.0
6714	1.0	5.0	1.0
6715	2.0	6.0	0.0
6716	3.0	7.0	0.0
6717	4.0	8.0	0.0
6718	5.0	6.0	0.0
6719	6.0	13.0	0.0
6720	7.0	12.0	0.0
6721	8.0	6.0	0.0
6722	9.0	9.0	0.0
6723	10.0	6.0	0.0
6724	11.0	5.0	1.0
6725	12.0	7.0	0.0
6726	13.0	5.0	0.0
6727	14.0	3.0	0.0
6728	15.0	9.0	0.0
6729	16.0	14.0	0.0
6730	17.0	6.0	0.0
6731	18.0	5.0	1.0
6732	19.0	5.0	0.0
6733	20.0	16.0	1.0
6734	1.0	10.0	0.0
6735	2.0	4.0	0.0
6736	3.0	11.0	0.0
6737	4.0	14.0	0.0
6738	5.0	5.0	0.0
6739	6.0	8.0	0.0
6740	7.0	4.0	0.0
6741	8.0	4.0	0.0
6742	9.0	4.0	1.0
6743	10.0	12.0	0.0
6744	11.0	12.0	0.0
6745	12.0	3.0	0.0
6746	13.0	4.0	1.0
6747	14.0	6.0	0.0
6748	15.0	10.0	0.0
6749	16.0	7.0	1.0
6750	17.0	3.0	2.0
6751	18.0	7.0	0.0
6752	19.0	17.0	1.0
6753	20.0	6.0	1.0
6754	1.0	10.0	0.0
6755	2.0	10.0	0.0
6756	3.0	7.0	0.0
6757	4.0	3.0	0.0
6758	5.0	10.0	1.0
6759	6.0	4.0	1.0
6760	7.0	7.0	0.0
6761	8.0	3.0	1.0
6762	9.0	10.0	0.0
6763	10.0	5.0	0.0
6764	11.0	2.0	1.0
6765	12.0	4.0	0.0
6766	13.0	2.0	1.0
6767	14.0	5.0	0.0
6768	15.0	8.0	0.0
6769	16.0	15.0	0.0
6770	17.0	8.0	0.0
6771	18.0	3.0	1.0
6772	19.0	14.0	0.0
6773	20.0	7.0	2.0
6774	1.0	11.0	0.0
6775	2.0	8.0	0.0
6776	3.0	2.0	0.0
6777	4.0	6.0	0.0
6778	5.0	2.0	0.0
6779	6.0	2.0	1.0
6780	7.0	7.0	0.0
6781	8.0	8.0	0.0
6782	9.0	10.0	0.0
6783	10.0	4.0	0.0
6784	11.0	7.0	0.0
6785	12.0	10.0	0.0
6786	13.0	6.0	1.0
6787	14.0	1.0	0.0
6788	15.0	9.0	0.0
6789	16.0	13.0	0.0
6790	17.0	2.0	0.0
6791	18.0	15.0	0.0
6792	19.0	18.0	0.0
6793	1.0	7.0	0.0
6794	2.0	16.0	0.0
6795	3.0	4.0	0.0
6796	4.0	7.0	0.0
6797	5.0	8.0	0.0
6798	6.0	19.0	0.0
6799	7.0	7.0	0.0
6800	8.0	6.0	0.0
6801	9.0	6.0	1.0
6802	10.0	2.0	0.0
6803	11.0	9.0	0.0
6804	12.0	8.0	1.0
6805	13.0	11.0	0.0
6806	14.0	6.0	0.0
6807	15.0	8.0	0.0
6808	16.0	2.0	1.0
6809	17.0	9.0	0.0
6810	18.0	12.0	1.0
6811	19.0	6.0	1.0
6812	20.0	8.0	0.0
6813	1.0	7.0	0.0
6814	2.0	4.0	1.0
6815	3.0	11.0	0.0
6816	4.0	9.0	0.0
6817	5.0	13.0	0.0
6818	6.0	4.0	1.0
6819	7.0	11.0	0.0
6820	8.0	6.0	0.0
6821	9.0	15.0	0.0
6822	10.0	5.0	1.0
6823	11.0	1.0	0.0
6824	12.0	5.0	0.0
6825	13.0	9.0	0.0
6826	14.0	3.0	0.0
6827	15.0	15.0	0.0
6828	16.0	5.0	0.0
6829	17.0	6.0	0.0
6830	18.0	20.0	1.0
6831	19.0	13.0	0.0
6832	1.0	10.0	0.0
6833	2.0	7.0	2.0
6834	3.0	6.0	0.0
6835	4.0	0.0	0.0
6836	5.0	4.0	1.0
6837	6.0	11.0	0.0
6838	7.0	2.0	1.0
6839	8.0	1.0	0.0
6840	9.0	4.0	0.0
6841	10.0	8.0	0.0
6842	11.0	6.0	0.0
6843	12.0	9.0	0.0
6844	13.0	5.0	0.0
6845	14.0	8.0	0.0
6846	15.0	6.0	2.0
6847	16.0	1.0	2.0
6848	17.0	2.0	1.0
6849	18.0	5.0	1.0
6850	1.0	1.0	0.0
6851	2.0	5.0	1.0
6852	3.0	7.0	0.0
6853	4.0	6.0	0.0
6854	5.0	3.0	0.0
6855	6.0	9.0	0.0
6856	7.0	3.0	1.0
6857	8.0	8.0	0.0
6858	9.0	2.0	0.0
6859	10.0	4.0	0.0
6860	11.0	3.0	0.0
6861	12.0	15.0	0.0
6862	13.0	3.0	0.0
6863	14.0	8.0	0.0
6864	15.0	8.0	0.0
6865	16.0	5.0	0.0
6866	17.0	9.0	0.0
6867	1.0	4.0	1.0
6868	2.0	1.0	1.0
6869	3.0	4.0	1.0
6870	4.0	8.0	1.0
6871	5.0	9.0	0.0
6872	6.0	10.0	1.0
6873	7.0	5.0	0.0
6874	8.0	4.0	0.0
6875	9.0	0.0	1.0
6876	10.0	1.0	0.0
6877	11.0	4.0	0.0
6878	12.0	2.0	0.0
6879	13.0	5.0	0.0
6880	14.0	4.0	0.0
6881	15.0	7.0	0.0
6882	16.0	8.0	0.0
6883	17.0	4.0	0.0
6884	18.0	7.0	1.0
6885	19.0	15.0	0.0
6886	20.0	10.0	1.0
6887	1.0	2.0	1.0
6888	2.0	4.0	0.0
6889	3.0	11.0	0.0
6890	4.0	10.0	0.0
6891	5.0	5.0	0.0
6892	6.0	12.0	0.0
6893	7.0	10.0	0.0
6894	8.0	6.0	1.0
6895	9.0	11.0	1.0
6896	10.0	3.0	0.0
6897	11.0	6.0	0.0
6898	12.0	13.0	0.0
6899	13.0	15.0	0.0
6900	14.0	5.0	0.0
6901	1.0	8.0	0.0
6902	2.0	9.0	0.0
6903	3.0	2.0	0.0
6904	4.0	7.0	0.0
6905	5.0	8.0	0.0
6906	6.0	12.0	0.0
6907	7.0	3.0	0.0
6908	8.0	2.0	0.0
6909	9.0	4.0	1.0
6910	10.0	10.0	0.0
6911	11.0	9.0	0.0
6912	12.0	9.0	0.0
6913	13.0	8.0	1.0
6914	14.0	12.0	0.0
6915	15.0	15.0	0.0
6916	16.0	9.0	0.0
6917	17.0	6.0	1.0
6918	18.0	15.0	0.0
6919	19.0	7.0	0.0
6920	20.0	8.0	1.0
6921	1.0	1.0	0.0
6922	2.0	7.0	0.0
6923	3.0	6.0	1.0
6924	4.0	3.0	1.0
6925	5.0	6.0	0.0
6926	6.0	7.0	0.0
6927	7.0	9.0	0.0
6928	8.0	8.0	0.0
6929	9.0	6.0	1.0
6930	10.0	9.0	0.0
6931	11.0	7.0	0.0
6932	12.0	11.0	0.0
6933	13.0	4.0	1.0
6934	14.0	4.0	1.0
6935	15.0	13.0	0.0
6936	16.0	12.0	0.0
6937	17.0	14.0	1.0
6938	18.0	8.0	1.0
6939	19.0	9.0	0.0
6940	20.0	10.0	1.0
6941	1.0	5.0	1.0
6942	2.0	2.0	0.0
6943	3.0	9.0	0.0
6944	4.0	7.0	0.0
6945	5.0	7.0	1.0
6946	6.0	0.0	0.0
6947	7.0	6.0	0.0
6948	8.0	2.0	2.0
6949	9.0	3.0	0.0
6950	10.0	2.0	0.0
6951	11.0	11.0	0.0
6952	12.0	8.0	0.0
6953	13.0	8.0	0.0
6954	14.0	6.0	0.0
6955	15.0	13.0	0.0
6956	16.0	17.0	0.0
6957	17.0	6.0	0.0
6958	18.0	11.0	1.0
6959	19.0	16.0	1.0
6960	20.0	12.0	0.0
6961	1.0	8.0	0.0
6962	2.0	5.0	0.0
6963	3.0	13.0	1.0
6964	4.0	15.0	0.0
